question,answer_llm,answer_orig,document
Do I still get the certificate if I skipped the first homework?,"Yes. Skipping the first homework does not prevent you from getting the certificate. You still need to pass the Capstone project; homework is optional, though it helps with practice and leaderboard points.","Yes, you need to pass the Capstone project to get the certificate. Homework is not mandatory, though it is recommended for reinforcing concepts, and the points awarded count towards your rank on the leaderboard.",9f689c185f
"Is homework required to earn the course certificate, or is the capstone enough?","No, homework is not required. You only need to pass the Capstone project to earn the certificate. Homework is optional, though it helps with learning and affects your leaderboard rank.","Yes, you need to pass the Capstone project to get the certificate. Homework is not mandatory, though it is recommended for reinforcing concepts, and the points awarded count towards your rank on the leaderboard.",9f689c185f
"If I miss one or more homeworks, can I still finish the course and get certified?","Yes. If you miss one or more homeworks, you can still finish the course and get certified as long as you pass the Capstone project and complete it with a live cohort. Homework is not mandatory, though it is recommended.","Yes, you need to pass the Capstone project to get the certificate. Homework is not mandatory, though it is recommended for reinforcing concepts, and the points awarded count towards your rank on the leaderboard.",9f689c185f
What do I actually need to pass in order to receive the certificate?,"You need to **pass the Capstone project** to receive the certificate.

Also, the certificate is only available if you finish the course with the **live cohort** and submit your project while submissions are still open.","Yes, you need to pass the Capstone project to get the certificate. Homework is not mandatory, though it is recommended for reinforcing concepts, and the points awarded count towards your rank on the leaderboard.",9f689c185f
"Are the homework points mandatory for the certificate, or just for the leaderboard?","The homework points are **not mandatory for the certificate**. You only need to **pass the Capstone project** to get the certificate.

Homework is **optional** for certification, but the points **do count toward your leaderboard rank**.","Yes, you need to pass the Capstone project to get the certificate. Homework is not mandatory, though it is recommended for reinforcing concepts, and the points awarded count towards your rank on the leaderboard.",9f689c185f
Why does the homework keep changing before the deadline?,"Because the homework may still be in **draft**. If the homework title contains **`[DRAFT]`**, it is not ready yet, and the content can change until:

- the homework form is open on the course platform, and
- the title no longer contains **`[DRAFT]`**.

So working on it before that is at your own risk, because the final version may be different.","If the homework title contains `[DRAFT]`, it means the homework is not ready yet.

The homework is ready only when both are true:

- The homework form is open on the course management platform.
- The homework title does not contain `[DRAFT]`.

Until then, the content can still change. Working on the material or homework in advance is at your own risk, because the final version can be different.",96286b4be4
What does it mean when the homework title has [DRAFT] in it?,"If the homework title contains `[DRAFT]`, it means the homework is not ready yet. The content may still change until the title no longer includes `[DRAFT]` and the homework form is open on the course management platform.","If the homework title contains `[DRAFT]`, it means the homework is not ready yet.

The homework is ready only when both are true:

- The homework form is open on the course management platform.
- The homework title does not contain `[DRAFT]`.

Until then, the content can still change. Working on the material or homework in advance is at your own risk, because the final version can be different.",96286b4be4
How can I tell if a homework assignment is actually ready to do?,"A homework assignment is ready only when both of these are true:

- The homework form is open on the course management platform.
- The homework title does not contain `[DRAFT]`.

If the title still says `[DRAFT]`, it is not ready yet, and the content may still change.","If the homework title contains `[DRAFT]`, it means the homework is not ready yet.

The homework is ready only when both are true:

- The homework form is open on the course management platform.
- The homework title does not contain `[DRAFT]`.

Until then, the content can still change. Working on the material or homework in advance is at your own risk, because the final version can be different.",96286b4be4
Is it safe to start working on homework if the form is already open but the title still says [DRAFT]?,"No. If the title still says `[DRAFT]`, the homework is not ready yet, even if the form is open. It’s safe to work on it only when the form is open **and** the title no longer contains `[DRAFT]`.","If the homework title contains `[DRAFT]`, it means the homework is not ready yet.

The homework is ready only when both are true:

- The homework form is open on the course management platform.
- The homework title does not contain `[DRAFT]`.

Until then, the content can still change. Working on the material or homework in advance is at your own risk, because the final version can be different.",96286b4be4
"Can the homework content still change after it’s posted, and how do I know when it won’t?","Yes. Until the homework is **ready**, the content can still change.

You know it won’t change anymore only when **both** are true:

- the homework form is **open** on the course management platform, and
- the homework title **does not contain** `[DRAFT]`.

If the title still has `[DRAFT]`, the homework is not ready yet, so the final version may still change.","If the homework title contains `[DRAFT]`, it means the homework is not ready yet.

The homework is ready only when both are true:

- The homework form is open on the course management platform.
- The homework title does not contain `[DRAFT]`.

Until then, the content can still change. Working on the material or homework in advance is at your own risk, because the final version can be different.",96286b4be4
When is the next run of the course scheduled for?,I don't know.,Summer 2027.,bd31146b0e
Do you know when this course will be offered again?,The course will be offered next in **Summer 2027**.,Summer 2027.,bd31146b0e
What’s the next time this course starts?,Summer 2027.,Summer 2027.,bd31146b0e
Any idea when the course will be available next?,Summer 2027.,Summer 2027.,bd31146b0e
When can I expect the next course session?,Summer 2027.,Summer 2027.,bd31146b0e
Where can I find the course lectures or videos for LLM Zoomcamp?,"Use the [LLM Zoomcamp GitHub repository](https://github.com/DataTalksClub/llm-zoomcamp) as the main entry point. Open the lesson folders there — each lesson page has the relevant videos linked at the top.

If you’re unsure, follow the GitHub repo first, since it’s kept updated more reliably than the YouTube playlist.","Use the [LLM Zoomcamp GitHub repository](https://github.com/DataTalksClub/llm-zoomcamp) as the main entry point.

Open the lesson folders in the repo. Each lesson page has the relevant videos linked at the top.

<{IMAGE:lessons}>

When in doubt, follow the GitHub repo first, because it is easier to keep updated than the YouTube playlist.",31456f4b5f
Is there a main place I should start if I want the lesson videos?,"Yes — the main place to start is the **LLM Zoomcamp GitHub repository**:

https://github.com/DataTalksClub/llm-zoomcamp

Open the lesson folders there; each lesson page has the relevant videos linked at the top. If you’re unsure where to begin, follow the GitHub repo first, since it’s easier to keep updated than the YouTube playlist.","Use the [LLM Zoomcamp GitHub repository](https://github.com/DataTalksClub/llm-zoomcamp) as the main entry point.

Open the lesson folders in the repo. Each lesson page has the relevant videos linked at the top.

<{IMAGE:lessons}>

When in doubt, follow the GitHub repo first, because it is easier to keep updated than the YouTube playlist.",31456f4b5f
"Do the lesson pages include links to the videos, or do I need to search elsewhere?","Yes — each lesson page includes the relevant video links at the top. You can use the GitHub repo as the main entry point, and if in doubt, follow the repo first rather than searching elsewhere.","Use the [LLM Zoomcamp GitHub repository](https://github.com/DataTalksClub/llm-zoomcamp) as the main entry point.

Open the lesson folders in the repo. Each lesson page has the relevant videos linked at the top.

<{IMAGE:lessons}>

When in doubt, follow the GitHub repo first, because it is easier to keep updated than the YouTube playlist.",31456f4b5f
Should I use the GitHub repo or the YouTube playlist to follow the course content?,"Use the **GitHub repo as the main source** for the course content. It’s the easiest to keep updated, and each lesson page in the repo links to the relevant videos at the top.

If you’re unsure, **follow the GitHub repo first**, not the YouTube playlist.","Use the [LLM Zoomcamp GitHub repository](https://github.com/DataTalksClub/llm-zoomcamp) as the main entry point.

Open the lesson folders in the repo. Each lesson page has the relevant videos linked at the top.

<{IMAGE:lessons}>

When in doubt, follow the GitHub repo first, because it is easier to keep updated than the YouTube playlist.",31456f4b5f
Where exactly are the lesson videos listed in the LLM Zoomcamp materials?,"The lesson videos are listed in the **LLM Zoomcamp GitHub repository**. Open the **lesson folders**, and each lesson page has the relevant videos linked **at the top**.","Use the [LLM Zoomcamp GitHub repository](https://github.com/DataTalksClub/llm-zoomcamp) as the main entry point.

Open the lesson folders in the repo. Each lesson page has the relevant videos linked at the top.

<{IMAGE:lessons}>

When in doubt, follow the GitHub repo first, because it is easier to keep updated than the YouTube playlist.",31456f4b5f
Where do I go to see the LLM Zoomcamp syllabus and all the deadlines?,"Go to the **LLM Zoomcamp course management platform**:

https://courses.datatalks.club/llm-zoomcamp-2026/

That’s where you can see the **syllabus, deadlines, homework, and progress tracking**.","Use the [LLM Zoomcamp course management platform](https://courses.datatalks.club/llm-zoomcamp-2026/).

It contains the current cohort structure, homework, deadlines, and progress tracking. The process is the same as in other DataTalks.Club Zoomcamps.",20c5a1347e
"Is there one place to track homework, cohort info, and my progress for this course?","Yes — use the **LLM Zoomcamp course management platform** to track the **syllabus, deadlines, homework, cohort structure, and your progress**:

https://courses.datatalks.club/llm-zoomcamp-2026/

For homework details, the **GitHub repo** also has the instructions and extra context.","Use the [LLM Zoomcamp course management platform](https://courses.datatalks.club/llm-zoomcamp-2026/).

It contains the current cohort structure, homework, deadlines, and progress tracking. The process is the same as in other DataTalks.Club Zoomcamps.",20c5a1347e
How can I follow the current LLM Zoomcamp schedule and stay on top of assignments?,"Use the **LLM Zoomcamp course management platform** to track the current syllabus, deadlines, homework, and your progress:

- https://courses.datatalks.club/llm-zoomcamp-2026/

To stay on top of the course, follow this workflow:

1. Watch the lesson videos.
2. Work through the lesson notebooks/code.
3. Read the homework instructions on GitHub.
4. Submit your answers on the course platform before the deadline.

For the most up-to-date materials, start with:

- LLM Zoomcamp docs: https://datatalks.club/docs/courses/llm-zoomcamp/
- Zoomcamp logistics docs: https://datatalks.club/docs/courses/zoomcamp-logistics/
- GitHub repo: https://github.com/DataTalksClub/llm-zoomcamp

If you want, I can also summarize the weekly workflow in a checklist format.","Use the [LLM Zoomcamp course management platform](https://courses.datatalks.club/llm-zoomcamp-2026/).

It contains the current cohort structure, homework, deadlines, and progress tracking. The process is the same as in other DataTalks.Club Zoomcamps.",20c5a1347e
"What platform should I use to check the course structure, homework, and deadlines?","Use the **LLM Zoomcamp course management platform**:  
https://courses.datatalks.club/llm-zoomcamp-2026/

It has the current cohort structure, homework, deadlines, and progress tracking.","Use the [LLM Zoomcamp course management platform](https://courses.datatalks.club/llm-zoomcamp-2026/).

It contains the current cohort structure, homework, deadlines, and progress tracking. The process is the same as in other DataTalks.Club Zoomcamps.",20c5a1347e
Where is the official place for keeping track of LLM Zoomcamp progress and course updates?,"The official place to keep track of LLM Zoomcamp progress, homework, deadlines, and course updates is the **LLM Zoomcamp course management platform**:

https://courses.datatalks.club/llm-zoomcamp-2026/

For announcements, also use the **Telegram channel**: https://t.me/llm_zoomcamp","Use the [LLM Zoomcamp course management platform](https://courses.datatalks.club/llm-zoomcamp-2026/).

It contains the current cohort structure, homework, deadlines, and progress tracking. The process is the same as in other DataTalks.Club Zoomcamps.",20c5a1347e
"Are there office hours or live classes for every module in the course, or is everything just recorded?","There are **no separate live sessions or office hours for every module by default**. The module materials are **pre-recorded** and available in the course repo.

If live sessions happen, they’re **announced separately**. If you get stuck, you should **ask in Slack** and follow the course’s question-asking guidelines.","There are no separate live sessions for every module by default. Module materials are pre-recorded and available in the course repo.

Live sessions are announced separately when they happen. If you are stuck, ask your question in Slack and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).

Optional extra support is available through [AI Shipping Labs](https://datatalks.club/docs/courses/llm-zoomcamp/ai-shipping-labs/), a paid community that includes regular Zoom office hours and additional structure. This is optional; the DataTalks.Club course content remains free.",d65e05bd7a
"If I get stuck on a lesson, where should I ask for help and is there a preferred way to do it?","Ask for help in Slack. The preferred way is to include the code or command output as text, not a screenshot, and follow the asking questions guidelines.","There are no separate live sessions for every module by default. Module materials are pre-recorded and available in the course repo.

Live sessions are announced separately when they happen. If you are stuck, ask your question in Slack and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).

Optional extra support is available through [AI Shipping Labs](https://datatalks.club/docs/courses/llm-zoomcamp/ai-shipping-labs/), a paid community that includes regular Zoom office hours and additional structure. This is optional; the DataTalks.Club course content remains free.",d65e05bd7a
"Does the course have scheduled live sessions, or are those only announced sometimes?","There are **no separate live sessions for every module by default**. The course materials are **pre-recorded** and available in the course repo.

**Live sessions are only announced separately when they happen.** If you need help, you should ask in Slack and follow the asking questions guidelines.","There are no separate live sessions for every module by default. Module materials are pre-recorded and available in the course repo.

Live sessions are announced separately when they happen. If you are stuck, ask your question in Slack and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).

Optional extra support is available through [AI Shipping Labs](https://datatalks.club/docs/courses/llm-zoomcamp/ai-shipping-labs/), a paid community that includes regular Zoom office hours and additional structure. This is optional; the DataTalks.Club course content remains free.",d65e05bd7a
Is there any paid option that gives regular Zoom office hours or extra support for this course?,"Yes. The optional paid extra support is **AI Shipping Labs**, which includes **regular Zoom office hours** and additional structure. The main DataTalks.Club course content remains free.","There are no separate live sessions for every module by default. Module materials are pre-recorded and available in the course repo.

Live sessions are announced separately when they happen. If you are stuck, ask your question in Slack and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).

Optional extra support is available through [AI Shipping Labs](https://datatalks.club/docs/courses/llm-zoomcamp/ai-shipping-labs/), a paid community that includes regular Zoom office hours and additional structure. This is optional; the DataTalks.Club course content remains free.",d65e05bd7a
