question,document
Will I have to spend a lot on the OpenAI API during the course?,554d0eb78b
"Is it okay to add just $5 to my OpenAI account, or do I need more?",554d0eb78b
Roughly how much does the API usage cost in the beginning?,554d0eb78b
Do I need to budget a big amount for OpenAI API calls in this module?,554d0eb78b
Do I need a paid OpenAI API plan to finish the homework for this course?,85384a18e5
Is it okay to use a free or cheap alternative instead of OpenAI API in the assignments?,85384a18e5
"For the RAG module, do I have to subscribe to OpenAI, or are there other options?",85384a18e5
Where can I find the list of OpenAI API alternatives for this course?,85384a18e5
Will I be blocked from completing the course if I don't pay for OpenAI API?,85384a18e5
Why does the course use uv instead of pip and virtualenv?,f81dea8f7e
What makes uv better or easier than the usual Python setup tools?,f81dea8f7e
"Do I have to switch to uv for the course, or can I keep using pip and virtualenv?",f81dea8f7e
"Can uv handle Python versions, virtual environments, and dependencies all by itself?",f81dea8f7e
What is the main reason the lessons recommend uv for the setup?,f81dea8f7e
Why does my Jupyter notebook say OPENAI_API_KEY is missing even though I set it in .env?,86d99bbf21
Do I need python-dotenv for loading OPENAI_API_KEY in the notebook?,86d99bbf21
Where should I call load_dotenv() before creating the OpenAI client?,86d99bbf21
What is the correct env var name for the OpenAI key in Jupyter?,86d99bbf21
How can I make my notebook read the API key from the .env file?,86d99bbf21
How do I keep my API keys in a .env file without pushing them to GitHub?,233dabe430
What’s the easiest way to load OPENAI_API_KEY and other secrets from .env in Python?,233dabe430
Do I need to install anything to read environment variables from a .env file in this course?,233dabe430
How should my .gitignore be set up so my .env file never gets committed?,233dabe430
"Can you show a simple example of storing OpenAI, Groq, or Gemini keys in .env and using them with os.getenv()?",233dabe430
"Can I swap the recommended model in the homework for something else, like Gemini or Groq?",ee43413718
"Is the model you suggest for the assignment actually required, or can I use OpenAI, Azure OpenAI, OpenRouter, or even a local model instead?",ee43413718
"If I choose a different LLM provider for the homework, will I need to change the code to match its output format or tokenizer?",ee43413718
"Do I have to pay for a service to complete the homework, or can I do it with a free option or local setup?",ee43413718
Where can I find a list of OpenAI API alternatives that are acceptable for this course?,ee43413718
What do I need to set up if I want to use Gemini in the Module 1 notebook with the OpenAI-style API?,0ae5c221b9
How can I point the notebook to Google’s OpenAI-compatible endpoint for Gemini models?,0ae5c221b9
"Where should I put the Gemini API key, and what env var name should I use?",0ae5c221b9
"Can I reuse the course’s OpenAI client code for Gemini, or do I need to change the model and endpoint?",0ae5c221b9
What parts of the notebook usually need edits when switching from Responses format to chat completions with Gemini?,0ae5c221b9
"How do I get Ollama installed on macOS, Windows, or Linux?",1d0b969028
What’s the easiest way to start Ollama after installing it and try a model locally?,1d0b969028
How can I check if the Ollama server is actually running on my machine?,1d0b969028
"Which Python package do I need for Ollama, and how do I call the chat API?",1d0b969028
Do I need to download anything extra to use Llama 3 with Ollama on my laptop?,1d0b969028
How do I fix a connection refused error when I try to prompt my Ollama RAG in the homework?,c6fc2d4d11
My Ollama server seems down and I get connection refused — what should I restart?,c6fc2d4d11
What command do I use to bring Ollama back up if the notebook loses the server?,c6fc2d4d11
"If I stop and rerun the notebook, do I need to run the Ollama server cell again?",c6fc2d4d11
"Why am I seeing a connection refused issue with Ollama, and how can I solve it fast?",c6fc2d4d11
Why does my `tiktoken` count not match the token number OpenAI gives for the same prompt?,bf0403d21b
"When I send a chat request, why does the API say a few more tokens than I get from `encode()`?",bf0403d21b
What extra tokens does OpenAI add in chat completions that aren't in my visible text?,bf0403d21b
"Can whitespace, newlines, or weird Unicode make the token count different from what I calculated?",bf0403d21b
"How come my prompt looks like 320 tokens, but OpenAI reports 327 in the usage stats?",bf0403d21b
"How can I make my API key load automatically when I enter a project folder, without typing export in every new terminal?",8b2f5e9d04
"Is there a tool like direnv that works with both .env and .envrc, and does it work across different shells?",8b2f5e9d04
What’s the easiest way to set up OPENAI_API_KEY so it stays local to the project and doesn’t get committed to GitHub?,8b2f5e9d04
"If I’m using GitHub Codespaces, should I still keep my API key in a file like .env, or is there a better way?",8b2f5e9d04
"For a Python script in this setup, how do I load environment variables from a .env file?",8b2f5e9d04
How do I decide on field weights in minsearch or a similar search engine?,87d4ea4e08
What's the best way to tune weights for different fields without just guessing?,87d4ea4e08
"Should I just try random field weights, or is there a more reliable method to pick them?",87d4ea4e08
How can I test whether one set of search weights is better than another?,87d4ea4e08
Do I need a labeled dataset to choose search field weights properly?,87d4ea4e08
What’s the best way to clean documents before using them in RAG so retrieval works better?,649c280e6d
"Do I need to remove things like HTML, duplicates, headers, footers, or OCR mistakes before chunking for RAG?",649c280e6d
"Should I keep info like titles, section names, dates, page numbers, or speaker names when preparing data for RAG?",649c280e6d
"Is JSON required for storing documents before building a RAG pipeline, or can I use another format?",649c280e6d
How should I chunk my documents and what metadata should I keep so RAG can find the right context?,649c280e6d
"Why does uv show ""Failed to hardlink files"" in GitHub Codespaces, and is it something I need to worry about?",acf8fa5356
"If uv can’t hardlink packages in Codespaces, does the install still work or does it break the environment?",acf8fa5356
How can I stop the hardlink warning from uv for just my current terminal session?,acf8fa5356
What’s the easiest way to make uv always use copy mode in Codespaces so I don’t keep seeing that warning?,acf8fa5356
Is there a setting or environment variable I should export to avoid uv hardlink issues in GitHub Codespaces?,acf8fa5356
"Why am I getting 'dotenv is not recognized' in Module 1 RAG, and what package do I need to add?",0bed1f48da
What should I install if `dotenv` isn't found when working on the RAG homework?,0bed1f48da
"Do I need `python-dotenv` for this section, and how do I add it with uv?",0bed1f48da
How do I fix the error when `dotenv` is not recognized in Python?,0bed1f48da
"After installing the dotenv package, what import should I use in my script?",0bed1f48da
Can I do this course on my own machine instead of using Codespaces?,aa310de435
"Is Codespaces required, or can I just set everything up locally?",aa310de435
"If I skip Codespaces, what tools do I need to install on my laptop?",aa310de435
Is it okay to use a local setup as long as I keep it reproducible?,aa310de435
"Do I have to follow the provided environment, or can I run the module with my own Python/Docker setup?",aa310de435
"If I don’t commit my work in Codespaces, is it still saved anywhere?",610ccb23c0
Where does the code stay while I’m working in GitHub Codespaces?,610ccb23c0
"Do I need to commit often in Codespaces, or is the VM enough?",610ccb23c0
What happens to my Codespaces files if the container gets stopped or deleted?,610ccb23c0
Why should I commit code from Codespaces instead of just leaving it there?,610ccb23c0
Why does WSL2 say the model needs more memory than is available even though my PC has enough RAM?,f3dd94f323
How do I increase the RAM that WSL2 can use on Windows?,f3dd94f323
Where should I put the .wslconfig file to change WSL2 memory settings?,f3dd94f323
What do I need to add inside .wslconfig to give WSL2 8GB of RAM?,f3dd94f323
"After changing WSL2 memory, how can I restart it and check that the new limit is active?",f3dd94f323
"My GitHub Codespace is stuck on ""Finishing up"" and never opens — what can I try to get it working again?",830f3d2018
"If my Codespace won’t reconnect, is there a quick way to restart it or should I delete it right away?",830f3d2018
"Why did my project setup disappear in Codespaces after a rebuild or new workspace, and can I get it back?",830f3d2018
"Do files and changes survive when I stop and start a Codespace, or do I need to commit everything first?",830f3d2018
"If Codespaces keeps acting flaky for this course, is there a recommended fallback or local setup I can use?",830f3d2018
Can I use a different LLM provider instead of OpenAI for the RAG exercises?,c6ff9083c0
"If the course provider is blocked in my country, what are my options for still running the code?",c6ff9083c0
"Do I need to rewrite the course notebooks if I switch to Groq, OpenRouter, or DeepSeek?",c6ff9083c0
Is it okay to use a local model with Ollama or vLLM instead of calling an external API?,c6ff9083c0
Where can I find a list of OpenAI API alternatives or local model tools recommended for the course?,c6ff9083c0
"In agentic RAG, what do people mean by a tool or function?",c296ea5a21
Why does the model need to call tools instead of just answering on its own?,c296ea5a21
"Are tools and functions basically the same thing here, or is there a big difference?",c296ea5a21
"What kind of tasks can a tool/function do in this setup, like search or API calls?",c296ea5a21
How is tool use in agentic RAG different from the fixed retrieval step in basic RAG?,c296ea5a21
What free models can I use if I need tool calling for development?,0d74a3616f
"Does Groq have any models that support tools, and which ones are free?",0d74a3616f
"Besides OpenAI, which other providers support function calling or tool use?",0d74a3616f
Can I use Deepseek R1 or Llama 4 with tools without paying?,0d74a3616f
"Will I need to change my code if I switch from OpenAI to Groq, Mistral, Gemini, or Ollama for tool use?",0d74a3616f
Why do I get `AttributeError: 'str' object has no attribute 'output'` when I call `responses.create()` on a model that isn’t from OpenAI?,9e7b3f0c25
"Is OpenAI’s new Responses API only meant for OpenAI models, or should it work with Mistral, Groq, Gemini, and similar providers too?",9e7b3f0c25
"If I’m using a non-OpenAI LLM, what should I use instead of `response.output` to read the model’s reply?",9e7b3f0c25
How do I switch my agent code from `client.responses.create(...)` to the older chat completions API for a provider that supports it better?,9e7b3f0c25
Do I need to change the tools schema when I use chat completions with a provider other than OpenAI?,9e7b3f0c25
How should I define the weather tool JSON in Azure OpenAI so I don’t get the missing tools[0].function error?,b9c7c6bb34
What exact structure do I need for get_weather_tool when the API complains about a required function field?,b9c7c6bb34
Can you show the correct JSON format for a weather function tool with a city parameter?,b9c7c6bb34
I’m getting Error code 400 about tools[0].function in Azure OpenAI — what should I change in my tool definition?,b9c7c6bb34
What is the right way to set up the get_weather tool so Azure OpenAI accepts it?,b9c7c6bb34
"Why do I get a 404 with toyaikit on Groq or another non-OpenAI model, and what should I use instead?",0224d980b3
How can I make toyaikit work with Groq using the OpenAI-compatible API?,0224d980b3
Is there a way to use Anthropic models with toyaikit instead of OpenAI?,0224d980b3
"What’s the difference between the Responses endpoint and chat.completions in toyaikit, and why does it matter for Groq?",0224d980b3
How do I run a single turn in toyaikit from code without opening the interactive chat loop?,0224d980b3
Where do I actually find the Module 1 homework questions for this course?,53f15299b6
"Is the homework only on the course platform, or is there also a GitHub page with the tasks?",53f15299b6
Can you point me to the 2026 Module 1 homework instructions and cohort materials?,53f15299b6
"If I’m looking for the homework prompt, which link should I open first: the repo or the platform?",53f15299b6
Do the GitHub homework instructions include anything extra that I might miss on the course site?,53f15299b6
Why am I getting an empty list when I filter my query in HW Q3?,83da208a64
What could cause my search to return nothing after applying filters in the homework?,83da208a64
Is there a problem with my index setup if my query gives an empty result?,83da208a64
Do I need to set index settings before loading the data for this homework task?,83da208a64
How can I fix an empty query result in Module 1 Homework Q3?,83da208a64
"Why do I get APIStatusError 402 from OpenRouter when I call responses.create, even though the same code seems fine with OpenAI directly?",cfb07a27d5
"Do I need to set max_output_tokens in responses.create for the Module 1 homework, and what value usually works without triggering the OpenRouter error?",cfb07a27d5
"In rag_helper.py, where exactly should I add the lower max_output_tokens setting so my homework runs on OpenRouter?",cfb07a27d5
How do I change the ToyAIKit OpenAIClient setup in Q6 to avoid the 402 error from OpenRouter?,cfb07a27d5
"If I still see the 402 after adding max_output_tokens, what should I check in my .env, key limits, or model choice?",cfb07a27d5
"In the Module 1 homework, when people say to point RAG at the chunk index, does that just mean indexing the split docs instead of the originals?",b4300adeb1
Should I build the search index from `chunks` or from `documents` for the homework RAG setup?,b4300adeb1
Why does the homework RAG pipeline need to retrieve chunks rather than full documents?,b4300adeb1
"If I already have `documents` and `chunks`, which one should I pass to `index.fit()`?",b4300adeb1
What changes in the prompt context when RAG searches the chunk index instead of the full document index?,b4300adeb1
"Do homework answers have to match the multiple-choice options exactly, or can I pick the closest one if my number is a bit off?",5e4ca64cb5
"If my numeric result is near one of the listed answers, should I select the nearest option or keep searching for an exact match?",5e4ca64cb5
Why do my homework calculations sometimes differ slightly from the choices even when I think I did everything right?,5e4ca64cb5
What should I check if my answer is way different from all the homework options?,5e4ca64cb5
Can different dataset versions or rounding issues cause my homework answer to be close but not identical to an option?,5e4ca64cb5
Where should I check first if the homework wording is confusing on the platform?,7d3a2e3505
"For Module 1, is there a separate GitHub page with the homework steps or do I just use the course site?",7d3a2e3505
"If the assignment feels unclear, what’s the best place to ask for help and what should I include in the message?",7d3a2e3505
"Does the Module 1 homework usually reuse the exact lesson dataset, or can it change a bit?",7d3a2e3505
What’s the right way to share my problem in Slack if I need help with the homework?,7d3a2e3505
"How do I count tokens for the Module 1 homework if I'm not using OpenAI, and where exactly should I look in the response?",fe8fed31e6
"Can I just use tiktoken or cl100k_base for Gemini, Mistral, Groq, or Hugging Face in the homework, or do I need a different approach?",fe8fed31e6
"My model response has usage info, but the field name is different from OpenAI's—what should I do with that for the homework?",fe8fed31e6
"If my provider doesn't give token counts at all, what's the recommended workaround for the Module 1 assignment?",fe8fed31e6
"For the multiple-choice questions in Module 1, how should I handle token counts when the provider's tokenizer doesn't match OpenAI's?",fe8fed31e6
"Why is my homework repo link getting rejected with a 500 or other non-200 error, and what should I check first?",bcdb8740ce
Do I need to make my GitHub repository public for the homework checker to access it?,bcdb8740ce
"Should I submit the GitHub URL with `.git` at the end, or just the normal repo link?",bcdb8740ce
How can I tell if the URL I pasted is actually reachable by the submission system?,bcdb8740ce
What are the most common reasons a homework submission URL fails even though it works for me?,bcdb8740ce
"What exactly are embeddings in vector search, and why do they matter?",69430a79a8
How do embeddings turn text or other non-numeric data into numbers without losing the meaning?,69430a79a8
"Why should similar inputs produce similar vectors, and how is that useful for semantic similarity?",69430a79a8
"Is embedding the same thing as a vector space model, or are they different ideas?",69430a79a8
What does dimensionality reduction have to do with embeddings in this module?,69430a79a8
How can I get rid of the warning about `multi-qa-mpnet-base-dot-v1` being made with sentence-transformers v3.0.0 beta?,aa3f597424
What should I install to suppress the `sentence-transformers` version warning in Module 2?,aa3f597424
Do I need to upgrade `sentence-transformers` to stop the model compatibility warning?,aa3f597424
Is there a pip command to fix the warning for `multi-qa-mpnet-base-dot-v1`?,aa3f597424
"Why do I keep seeing that `sentence-transformers` warning, and how do I make it go away?",aa3f597424
"Why did the lesson just use dot product for cosine similarity, but the homework says to normalize first?",92cd22cada
When is dot product the same as cosine similarity for embeddings?,92cd22cada
"Do OpenAI embeddings already come normalized, or do we need to do it ourselves?",92cd22cada
Why can’t I use plain dot product for TF-IDF + SVD vectors in the homework?,92cd22cada
What’s the reason normalization matters more in the homework than in the lecture example?,92cd22cada
"Should I index just the answer text, just the question, or both together when I build vector search for FAQ retrieval?",5c4a8d2e60
"In the vector search homework, is it better to embed only the question, only the answer, or combine them?",5c4a8d2e60
"How do I decide whether to store question, answer, or question plus answer in the embeddings for my dataset?",5c4a8d2e60
"Why does the course mention three different embedding choices for FAQ search, and which one usually works best?",5c4a8d2e60
"For retrieval quality, should I test question-only vs answer-only vs question+text embeddings, and what metric should I use to choose?",5c4a8d2e60
What does cosine similarity actually measure between two vectors?,db78580409
How do you calculate cosine similarity for text documents or embeddings?,db78580409
Why is cosine similarity so common in vector search and text analysis?,db78580409
"What does it mean when cosine similarity is 1, 0, or -1?",db78580409
"Can cosine similarity be used only with word counts, or also with TF-IDF and other vector representations?",db78580409
Why does cosine similarity turn into just a dot product once the vectors are normalized?,95feb4e75b
"In vector search, why can we use matrix multiplication to get cosine similarity scores?",95feb4e75b
What changes when embeddings and the query are unit-length so cosine similarity gets simpler?,95feb4e75b
Why does normalizing vectors make their size irrelevant for cosine similarity?,95feb4e75b
How is cosine similarity computed efficiently over many document embeddings and one query vector?,95feb4e75b
"For Module 2, do I have to make a brand-new GitHub repository, or can I just spin up another codespace from the repo I already have?",1e829a8c6f
Why does the course recommend using a separate codespace for the vector search module instead of keeping everything in the same one?,1e829a8c6f
"If I’m starting Module 2, is it enough to create a fresh codespace, or is there any extra repo setup I need to do first?",1e829a8c6f
What’s the point of isolating Module 2 in its own codespace — is it mainly because the vector-search packages are heavy?,1e829a8c6f
"Since the codespace might get deleted later, should I be committing my Module 2 work somewhere before I stop it?",1e829a8c6f
Why is download.py stuck at 0% when pulling model.onnx from HuggingFace?,29b69fbe0b
What should I do if the model.onnx download keeps freezing and never starts?,29b69fbe0b
Is there a way to manually get model.onnx instead of waiting for the script?,29b69fbe0b
Can I save the HuggingFace model file myself so download.py stops trying to fetch it?,29b69fbe0b
"Why does the downloader keep hanging, and how can I make it use the local file instead?",29b69fbe0b
"Why do the matrix-dot and the Python for-loop version of vector search not match exactly, even though they should be doing the same dot products?",e889793af9
I’m getting tiny differences between `X.dot(v_query)` and a loop over rows in NumPy — is that a bug or just floating-point stuff?,e889793af9
"When I compare vector search scores from a matrix operation and a manual loop, `np.allclose` sometimes fails. Why is that happening?",e889793af9
Why can the same vector search calculation give slightly different numbers depending on whether I use BLAS or a regular loop?,e889793af9
Is there a reason the optimized dot product and a sequential loop return values that differ in the last few decimals?,e889793af9
"For Module 2 homework Q2, my cosine similarity doesn’t match any of the choices — am I using the wrong embedding model?",eaa17a9dc6
"Should I be using sentence-transformers in the homework embed step, or the ONNX Embedder from embedder.py?",eaa17a9dc6
"If my cosine similarity is way off, could it be because I embedded the filename or full record instead of the page content?",eaa17a9dc6
"Do I need to compare the page vector with the query vector from Q1, and are the vectors already normalized?",eaa17a9dc6
"If the cosine result is only a little different from the options, is it okay to choose the nearest answer?",eaa17a9dc6
"How do I set up Gemini, OpenAI, and Tavily keys so the Kestra flows can actually use them?",3860e5fe8b
"Why does Kestra want the API key in base64 and with a SECRET_ prefix, and where should I export it?",3860e5fe8b
"Do I need to define two Gemini env vars, one for the Copilot and one for the flows?",3860e5fe8b
What’s the right way to reference a secret inside a Kestra YAML flow if the env var starts with SECRET_?,3860e5fe8b
"I already added my API keys, but Kestra still doesn’t see them — do I need to restart docker compose after exporting the vars?",3860e5fe8b
"Why does Kestra Copilot keep saying it can only help with making flows, and what do I need to set up to stop that?",04440cab11
"I already have a Gemini key for my flows, but the AI Copilot still refuses to answer — is there a different env var it expects?",04440cab11
What’s the right way to start Kestra so the Copilot actually picks up my Gemini API key?,04440cab11
"If Kestra Copilot still won’t work after exporting the key, what are the most common things to check next?",04440cab11
"Can the AI Copilot use the same secret variable as the flows, or does it need the plain Gemini key separately?",04440cab11
"My Kestra flow says the Gemini key is invalid or missing, even though I already exported `SECRET_GEMINI_API_KEY`. What could be going on?",c8ca21af33
"Could a bad base64 encoding cause my secret to break in Kestra, and how do I avoid that when setting the Gemini API key?",c8ca21af33
"After changing my `SECRET_GEMINI_API_KEY`, do I need to restart Kestra for the new secret to be picked up?",c8ca21af33
"When I use a secret in a Kestra flow, should I write `SECRET_GEMINI_API_KEY` or just `GEMINI_API_KEY` in `secret(...)`?",c8ca21af33
Is there a safer way to load my Gemini and other API keys into Kestra instead of exporting them in the shell?,c8ca21af33
Why do we even need an orchestrator like Kestra if a notebook already runs the code?,193612db63
What extra things does Kestra handle besides just executing a Python script once?,193612db63
"In this module, why is Kestra used for AI stuff like Copilot, RAG, and agents instead of only for workflow management?",193612db63
"Can I switch between OpenAI, Gemini, or Anthropic in a Kestra flow without rewriting the whole thing?",193612db63
What’s the main reason the course wants us to use orchestration instead of only working in notebook cells?,193612db63
Why do I get `JSONDecodeError: Expecting value` when I try to parse the model’s response with `json.loads()`?,a3c7e1b4f9
How can I make the LLM return only valid JSON instead of markdown fences or extra text?,a3c7e1b4f9
What prompt wording should I use so the model outputs a JSON object with a `questions` list and nothing else?,a3c7e1b4f9
Is there a way to enforce JSON output with `openai_client.chat.completions.create()` when generating ground-truth questions?,a3c7e1b4f9
"Does this JSON-only output trick work with other LLM APIs too, like Gemini or Groq?",a3c7e1b4f9
Why does my Jupyter kernel keep crashing when I try to embed the ground-truth data in the evaluation notebook?,b8f2d6a30c
What can I do if Codespaces or my laptop doesn’t have enough RAM for the embedding step in Module 4?,b8f2d6a30c
"Is there a smaller embedding model I can use instead of the default one, and will that affect my evaluation results?",b8f2d6a30c
Can I run the embeddings outside the notebook and then import the vectors back in later?,b8f2d6a30c
How should I handle the ground-truth set if I want to avoid memory errors during evaluation?,b8f2d6a30c
"Why am I still getting rate limited when I added a 4-second sleep in my loop, and what quota is actually being hit?",c1e9f4b820
What should I do if Gemini free tier keeps failing while I’m building the ground-truth data for the eval set?,c1e9f4b820
"Is it better to switch to OpenAI or Groq for generating embeddings / answers, and which model is recommended here?",c1e9f4b820
How can I reduce request pressure when using a thread pool so I don’t hit the API limits so fast?,c1e9f4b820
What’s the best way to avoid losing progress if the generation process gets stopped by a quota error halfway through?,c1e9f4b820
How do I fix the WinError 126 error when Python says it can’t load fbgemm.dll on Windows?,15e931476c
"What should I install if torch fails with ""The specified module could not be found"" for fbgemm.dll?",15e931476c
Is Visual Studio Code enough to solve the fbgemm.dll missing dependency issue in PyTorch on Windows?,15e931476c
Why am I getting an OSError about torch\lib\fbgemm.dll not loading in Windows 10/11?,15e931476c
What are the steps to resolve the PyTorch import error related to fbgemm.dll on Windows?,15e931476c
"Why am I getting ""could not translate host name postgres to address"" when I run prep.py, and what should I change in my .env file?",4b65d5542d
My psycopg2 OperationalError says the postgres host can’t be found. How do I fix the database host setting?,4b65d5542d
"When I launch python prep.py, it fails with a host name error for postgres. What’s the right POSTGRES_HOST value?",4b65d5542d
How do I resolve the psycopg2 OperationalError about postgres not being known as a host?,4b65d5542d
